,통계표코드,통계명,통계항목1코드,통계항목명1,date,value
2207,901Y009,4.2.1. 소비자물가지수,A01104,보리쌀,2018Q4,110.944
2208,901Y009,4.2.1. 소비자물가지수,A01105,콩,2018Q4,113.421
2209,901Y009,4.2.1. 소비자물가지수,A01106,땅콩,2018Q4,88.872
2210,901Y009,4.2.1. 소비자물가지수,A01107,혼식곡,2018Q4,96.459
2211,901Y009,4.2.1. 소비자물가지수,A01108,밀가루,2018Q4,100.203
2212,901Y009,4.2.1. 소비자물가지수,A01109,국수,2018Q4,99.222
2213,901Y009,4.2.1. 소비자물가지수,A01110,라면,2018Q4,100.552
2214,901Y009,4.2.1. 소비자물가지수,A01111,당면,2018Q4,97.427
2215,901Y009,4.2.1. 소비자물가지수,A01112,두부,2018Q4,95.793
2216,901Y009,4.2.1. 소비자물가지수,A01113,시리얼,2018Q4,101.748
2217,901Y009,4.2.1. 소비자물가지수,A01114,부침가루,2018Q4,98.448
2218,901Y009,4.2.1. 소비자물가지수,A01115,케이크,2018Q4,95.906
2219,901Y009,4.2.1. 소비자물가지수,A01116,빵,2018Q4,94.589
2220,901Y009,4.2.1. 소비자물가지수,A01117,떡,2018Q4,93.803
2221,901Y009,4.2.1. 소비자물가지수,A01118,파스타면,2018Q4,94.149
2222,901Y009,4.2.1. 소비자물가지수,A012,육류,2018Q4,93.5
2223,901Y009,4.2.1. 소비자물가지수,A01201,국산쇠고기,2018Q4,91.27
2224,901Y009,4.2.1. 소비자물가지수,A01202,수입쇠고기,2018Q4,96.778
2225,901Y009,4.2.1. 소비자물가지수,A01203,돼지고기,2018Q4,91.207
2226,901Y009,4.2.1. 소비자물가지수,A01204,닭고기,2018Q4,104.228
2227,901Y009,4.2.1. 소비자물가지수,A01205,소시지,2018Q4,94.688
2228,901Y009,4.2.1. 소비자물가지수,A01206,햄및베이컨,2018Q4,97.794
2229,901Y009,4.2.1. 소비자물가지수,A013,어류 및 수산,2018Q4,93.761
2230,901Y009,4.2.1. 소비자물가지수,A01301,갈치,2018Q4,90.132
2231,901Y009,4.2.1. 소비자물가지수,A01302,명태,2018Q4,88.662
2232,901Y009,4.2.1. 소비자물가지수,A01303,조기,2018Q4,101.527
2233,901Y009,4.2.1. 소비자물가지수,A01304,고등어,2018Q4,85.613
2234,901Y009,4.2.1. 소비자물가지수,A01305,오징어,2018Q4,92.428
2235,901Y009,4.2.1. 소비자물가지수,A01306,게,2018Q4,96.142
2236,901Y009,4.2.1. 소비자물가지수,A01307,굴,2018Q4,103.489
2237,901Y009,4.2.1. 소비자물가지수,A01308,조개,2018Q4,94.256
2238,901Y009,4.2.1. 소비자물가지수,A01309,전복,2018Q4,106.226
2239,901Y009,4.2.1. 소비자물가지수,A01311,마른멸치,2018Q4,95.446
2240,901Y009,4.2.1. 소비자물가지수,A01312,마른오징어,2018Q4,86.821
2241,901Y009,4.2.1. 소비자물가지수,A01314,오징어채,2018Q4,97.099
2242,901Y009,4.2.1. 소비자물가지수,A01316,어묵,2018Q4,90.811
2243,901Y009,4.2.1. 소비자물가지수,A01318,수산물통조림,2018Q4,96.95
2244,901Y009,4.2.1. 소비자물가지수,A014,"우유, 치즈 및 계란",2018Q4,97.17
2245,901Y009,4.2.1. 소비자물가지수,A01401,우유,2018Q4,97.699
2246,901Y009,4.2.1. 소비자물가지수,A01402,분유,2018Q4,97.23
2247,901Y009,4.2.1. 소비자물가지수,A01403,치즈,2018Q4,100.757
2248,901Y009,4.2.1. 소비자물가지수,A01404,발효유,2018Q4,98.359
2249,901Y009,4.2.1. 소비자물가지수,A01405,달걀,2018Q4,93.595
2250,901Y009,4.2.1. 소비자물가지수,A015,식용유지,2018Q4,98.16
2251,901Y009,4.2.1. 소비자물가지수,A01501,참기름,2018Q4,91.171
2252,901Y009,4.2.1. 소비자물가지수,A01502,식용유,2018Q4,105.59
2253,901Y009,4.2.1. 소비자물가지수,A016,과일,2018Q4,104.052
2254,901Y009,4.2.1. 소비자물가지수,A01601,사과,2018Q4,100.121
2255,901Y009,4.2.1. 소비자물가지수,A01602,배,2018Q4,93.603
2256,901Y009,4.2.1. 소비자물가지수,A01603,복숭아,2018Q4,113.563
2257,901Y009,4.2.1. 소비자물가지수,A01604,포도,2018Q4,98.08
2258,901Y009,4.2.1. 소비자물가지수,A01605,밤,2018Q4,91.053
2259,901Y009,4.2.1. 소비자물가지수,A01606,감,2018Q4,94.231
2260,901Y009,4.2.1. 소비자물가지수,A01607,귤,2018Q4,111.789
2261,901Y009,4.2.1. 소비자물가지수,A01608,오렌지,2018Q4,98.637
2262,901Y009,4.2.1. 소비자물가지수,A01609,참외,2018Q4,100.934
2263,901Y009,4.2.1. 소비자물가지수,A01610,수박,2018Q4,137.534
2264,901Y009,4.2.1. 소비자물가지수,F011,의약품,2019Q1,97.955
2265,901Y009,4.2.1. 소비자물가지수,F01101,감기약,2019Q1,98.313
2266,901Y009,4.2.1. 소비자물가지수,F01102,진통제,2019Q1,89.71
2267,901Y009,4.2.1. 소비자물가지수,F01103,소화제,2019Q1,85.843
2268,901Y009,4.2.1. 소비자물가지수,F01104,위장약,2019Q1,95.092
2269,901Y009,4.2.1. 소비자물가지수,F01106,소염진통제,2019Q1,97.693
2270,901Y009,4.2.1. 소비자물가지수,F01107,피부질환제,2019Q1,93.413
2271,901Y009,4.2.1. 소비자물가지수,F01109,조제약,2019Q1,100.872
2272,901Y009,4.2.1. 소비자물가지수,F01111,인삼,2019Q1,102.322
2273,901Y009,4.2.1. 소비자물가지수,F01113,비타민제,2019Q1,99.418
2274,901Y009,4.2.1. 소비자물가지수,F01116,병원약품,2019Q1,100.796
2275,901Y009,4.2.1. 소비자물가지수,F012,의료용품 및 치료기기,2019Q1,97.61
2276,901Y009,4.2.1. 소비자물가지수,F01201,종이기저귀,2019Q1,91.497
2277,901Y009,4.2.1. 소비자물가지수,F01202,생리대,2019Q1,98.428
2278,901Y009,4.2.1. 소비자물가지수,F01205,안경,2019Q1,100.703
2279,901Y009,4.2.1. 소비자물가지수,F01206,콘택트렌즈,2019Q1,100.762
2280,901Y009,4.2.1. 소비자물가지수,F01207,의료측정기,2019Q1,96.154
2281,901Y009,4.2.1. 소비자물가지수,D03,주거시설 유지·보수,2019Q1,96.57
2282,901Y009,4.2.1. 소비자물가지수,D031,주거시설 유지·보수,2019Q1,96.57
2283,901Y009,4.2.1. 소비자물가지수,D03101,주택수선재료,2019Q1,98.673
2284,901Y009,4.2.1. 소비자물가지수,D03102,설비수리비,2019Q1,95.313
2285,901Y009,4.2.1. 소비자물가지수,D04,수도 및 주거관련 서비스,2019Q1,95.672
2286,901Y009,4.2.1. 소비자물가지수,D041,상하수도료,2019Q1,99.11
2287,901Y009,4.2.1. 소비자물가지수,D04101,상수도료,2019Q1,100.34
2288,901Y009,4.2.1. 소비자물가지수,D04102,하수도료,2019Q1,97.222
2289,901Y009,4.2.1. 소비자물가지수,D042,기타 주거관련 서비스,2019Q1,94.467
2290,901Y009,4.2.1. 소비자물가지수,D04201,공동주택관리비,2019Q1,94.234
2291,901Y009,4.2.1. 소비자물가지수,D04202,쓰레기봉투료,2019Q1,99.326
2292,901Y009,4.2.1. 소비자물가지수,D04203,정화조청소료,2019Q1,97.107
2293,901Y009,4.2.1. 소비자물가지수,D05,"전기, 가스 및 기타연료",2019Q1,102.35
2294,901Y009,4.2.1. 소비자물가지수,D051,전기,2019Q1,102.772
2295,901Y009,4.2.1. 소비자물가지수,D05101,전기료,2019Q1,102.772
2296,901Y009,4.2.1. 소비자물가지수,D052,가스,2019Q1,101.668
2297,901Y009,4.2.1. 소비자물가지수,D05201,도시가스,2019Q1,101.747
2298,901Y009,4.2.1. 소비자물가지수,D05202,취사용LPG,2019Q1,100.44
2299,901Y009,4.2.1. 소비자물가지수,D053,기타연료 및 에너지,2019Q1,103.326
2300,901Y009,4.2.1. 소비자물가지수,D05301,등유,2019Q1,109.424
2301,901Y009,4.2.1. 소비자물가지수,D05303,부탄가스,2019Q1,99.657
2302,901Y009,4.2.1. 소비자물가지수,E,가정용품 및 가사 서비스,2019Q1,99.879
2303,901Y009,4.2.1. 소비자물가지수,E01,"가구, 가사비품 및 카페트",2019Q1,100.093
2304,901Y009,4.2.1. 소비자물가지수,E011,"가구, 가사비품 및 카페트",2019Q1,100.093
2305,901Y009,4.2.1. 소비자물가지수,E01101,장롱,2019Q1,101.16
2306,901Y009,4.2.1. 소비자물가지수,E01102,침대,2019Q1,100
2307,901Y009,4.2.1. 소비자물가지수,E051,가정·정원용 공구 및 장비,2019Q1,100.123
2308,901Y009,4.2.1. 소비자물가지수,E05101,보일러,2019Q1,97.344
2309,901Y009,4.2.1. 소비자물가지수,E05102,건전지,2019Q1,95.67
2310,901Y009,4.2.1. 소비자물가지수,E05103,소형가사용품,2019Q1,105.651
2311,901Y009,4.2.1. 소비자물가지수,E06,일상 생활용품 및 가사 서비스,2019Q1,98.794
2312,901Y009,4.2.1. 소비자물가지수,E061,비내구성 가정용품,2019Q1,100.833
2313,901Y009,4.2.1. 소비자물가지수,E06101,세탁세제,2019Q1,102.257
2314,901Y009,4.2.1. 소비자물가지수,E06102,섬유유연제,2019Q1,112.801
2315,901Y009,4.2.1. 소비자물가지수,E06103,전구,2019Q1,101.656
2316,901Y009,4.2.1. 소비자물가지수,E06104,부엌용세제,2019Q1,99.155
2317,901Y009,4.2.1. 소비자물가지수,E06105,청소용세제,2019Q1,93.664
2318,901Y009,4.2.1. 소비자물가지수,E06106,살충제,2019Q1,95.552
2319,901Y009,4.2.1. 소비자물가지수,E02102,커튼,2019Q1,99.291
2320,901Y009,4.2.1. 소비자물가지수,E03,가정용 기기,2019Q1,101.622
2321,901Y009,4.2.1. 소비자물가지수,E031,가정용 기구,2019Q1,101.727
2322,901Y009,4.2.1. 소비자물가지수,E03101,전기밥솥,2019Q1,116.357
2323,901Y009,4.2.1. 소비자물가지수,E03102,가스레인지,2019Q1,104.759
2324,901Y009,4.2.1. 소비자물가지수,E03103,전자레인지,2019Q1,99.251
2325,901Y009,4.2.1. 소비자물가지수,E03104,전기레인지,2019Q1,78.166
2326,901Y009,4.2.1. 소비자물가지수,E03105,냉장고,2019Q1,100.126
2327,901Y009,4.2.1. 소비자물가지수,E03106,김치냉장고,2019Q1,103.534
2328,901Y009,4.2.1. 소비자물가지수,E03107,에어컨,2019Q1,99.745
2329,901Y009,4.2.1. 소비자물가지수,E03108,선풍기,2019Q1,95.25
2330,901Y009,4.2.1. 소비자물가지수,E03109,공기청정기,2019Q1,99.129
2331,901Y009,4.2.1. 소비자물가지수,E03110,세탁기,2019Q1,101.013
2332,901Y009,4.2.1. 소비자물가지수,E03113,청소기,2019Q1,97.334
2333,901Y009,4.2.1. 소비자물가지수,E03114,소형주방가전,2019Q1,120.191
2334,901Y009,4.2.1. 소비자물가지수,E032,가정용 기구 수리서비스,2019Q1,101.223
2335,901Y009,4.2.1. 소비자물가지수,E03201,가전제품수리비,2019Q1,94.022
2336,901Y009,4.2.1. 소비자물가지수,E03202,가전제품렌탈비,2019Q1,109.13
2337,901Y009,4.2.1. 소비자물가지수,E04,주방용품 및 가정용품,2019Q1,97.886
2338,901Y009,4.2.1. 소비자물가지수,E041,주방용품 및 가정용품,2019Q1,97.886
2339,901Y009,4.2.1. 소비자물가지수,E04101,식기,2019Q1,91.815
2340,901Y009,4.2.1. 소비자물가지수,E04102,컵,2019Q1,103.586
2341,901Y009,4.2.1. 소비자물가지수,E04103,솥,2019Q1,98.953
2342,901Y009,4.2.1. 소비자물가지수,E04104,프라이팬,2019Q1,99.934
2343,901Y009,4.2.1. 소비자물가지수,E04105,냄비,2019Q1,99.985
2344,901Y009,4.2.1. 소비자물가지수,E04106,수저,2019Q1,98.147
2345,901Y009,4.2.1. 소비자물가지수,E04107,밀폐용기,2019Q1,102.908
2346,901Y009,4.2.1. 소비자물가지수,E04108,부엌용용구,2019Q1,95.488
2347,901Y009,4.2.1. 소비자물가지수,E05,가정·정원용 공구 및 장비,2019Q1,100.123
2348,901Y009,4.2.1. 소비자물가지수,A01915,김치,2019Q1,90.359
2349,901Y009,4.2.1. 소비자물가지수,A01916,밑반찬,2019Q1,97.354
2350,901Y009,4.2.1. 소비자물가지수,A01917,냉동식품,2019Q1,98.461
2351,901Y009,4.2.1. 소비자물가지수,A01918,즉석식품,2019Q1,95.314
2352,901Y009,4.2.1. 소비자물가지수,A02,비주류 음료,2019Q1,99.52
2353,901Y009,4.2.1. 소비자물가지수,A021,"커피, 차 및 코코아",2019Q1,100.952
2354,901Y009,4.2.1. 소비자물가지수,A02101,커피,2019Q1,101.278
2355,901Y009,4.2.1. 소비자물가지수,A02102,차,2019Q1,99.806
2356,901Y009,4.2.1. 소비자물가지수,A022,"생수, 청량음료, 과일주스 및 채소주스",2019Q1,98.786
2357,901Y009,4.2.1. 소비자물가지수,A02201,주스,2019Q1,101.288
2358,901Y009,4.2.1. 소비자물가지수,A02202,두유,2019Q1,99.359
2359,901Y009,4.2.1. 소비자물가지수,A02203,생수,2019Q1,99.967
2360,901Y009,4.2.1. 소비자물가지수,A02204,기능성음료,2019Q1,98.942
2361,901Y009,4.2.1. 소비자물가지수,A02205,탄산음료,2019Q1,95.561
2362,901Y009,4.2.1. 소비자물가지수,A02206,기타음료,2019Q1,99.536
2363,901Y009,4.2.1. 소비자물가지수,B,주류 및 담배,2019Q1,99.067
2364,901Y009,4.2.1. 소비자물가지수,B01,주류,2019Q1,97.379
2365,901Y009,4.2.1. 소비자물가지수,B011,주류,2019Q1,97.379
2366,901Y009,4.2.1. 소비자물가지수,B01101,소주,2019Q1,94.035
2367,901Y009,4.2.1. 소비자물가지수,B01102,과실주,2019Q1,100.663
2368,901Y009,4.2.1. 소비자물가지수,B01103,맥주,2019Q1,98.467
2369,901Y009,4.2.1. 소비자물가지수,B01104,막걸리,2019Q1,99.068
2370,901Y009,4.2.1. 소비자물가지수,B01105,양주,2019Q1,100.951
2371,901Y009,4.2.1. 소비자물가지수,B01106,약주,2019Q1,91.705
2372,901Y009,4.2.1. 소비자물가지수,B02,담배,2019Q1,100
2373,901Y009,4.2.1. 소비자물가지수,B021,담배,2019Q1,100
2374,901Y009,4.2.1. 소비자물가지수,E06107,가정용비닐용품,2019Q1,91.124
2375,901Y009,4.2.1. 소비자물가지수,E06108,키친타월,2019Q1,101.924
2376,901Y009,4.2.1. 소비자물가지수,E06109,방향제,2019Q1,98.866
2377,901Y009,4.2.1. 소비자물가지수,E06110,습기제거제,2019Q1,109.559
2378,901Y009,4.2.1. 소비자물가지수,E062,가구내 고용 및 가사 서비스,2019Q1,96.806
2379,901Y009,4.2.1. 소비자물가지수,E06201,가사도우미료,2019Q1,96.802
2380,901Y009,4.2.1. 소비자물가지수,E06202,간병도우미료,2019Q1,96.813
2381,901Y009,4.2.1. 소비자물가지수,F,보건,2019Q1,98.316
2382,901Y009,4.2.1. 소비자물가지수,F01,의료용품 및 장비,2019Q1,97.86
2383,901Y009,4.2.1. 소비자물가지수,C01202,원피스,2019Q1,100
2384,901Y009,4.2.1. 소비자물가지수,C01203,여자상의,2019Q1,100
2385,901Y009,4.2.1. 소비자물가지수,C01205,여자내의,2019Q1,99.477
2386,901Y009,4.2.1. 소비자물가지수,C013,캐쥬얼의류,2019Q1,97.982
2387,901Y009,4.2.1. 소비자물가지수,C01301,점퍼,2019Q1,98.599
2388,901Y009,4.2.1. 소비자물가지수,C01302,티셔츠,2019Q1,96.438
2389,901Y009,4.2.1. 소비자물가지수,C01303,스웨터,2019Q1,95.208
2390,901Y009,4.2.1. 소비자물가지수,C01304,청바지,2019Q1,95.73
2391,901Y009,4.2.1. 소비자물가지수,C01305,운동복,2019Q1,99.856
2392,901Y009,4.2.1. 소비자물가지수,C01306,등산복,2019Q1,101.416
2393,901Y009,4.2.1. 소비자물가지수,C014,아동복 · 유아복,2019Q1,103.319
2394,901Y009,4.2.1. 소비자물가지수,C015,기타의류 및 의류 장신구,2019Q1,100.155
2395,901Y009,4.2.1. 소비자물가지수,C01501,양말,2019Q1,99.604
2396,901Y009,4.2.1. 소비자물가지수,C01502,모자,2019Q1,101.386
2397,901Y009,4.2.1. 소비자물가지수,C01503,장갑,2019Q1,100.163
2398,901Y009,4.2.1. 소비자물가지수,C016,"의류 세탁, 수선 및 임차",2019Q1,97.543
2399,901Y009,4.2.1. 소비자물가지수,C01601,의복수선료,2019Q1,97.705
2400,901Y009,4.2.1. 소비자물가지수,C01602,세탁료,2019Q1,97.455
2401,901Y009,4.2.1. 소비자물가지수,C02,신발,2019Q1,96.935
2402,901Y009,4.2.1. 소비자물가지수,C021,신발,2019Q1,96.935
2403,901Y009,4.2.1. 소비자물가지수,C02101,아동화,2019Q1,94.091
2404,901Y009,4.2.1. 소비자물가지수,C02102,구두,2019Q1,94.398
2405,901Y009,4.2.1. 소비자물가지수,C02103,운동화,2019Q1,100
2406,901Y009,4.2.1. 소비자물가지수,C02104,실내화,2019Q1,100.199
2407,901Y009,4.2.1. 소비자물가지수,D,"주택, 수도, 전기 및 연료",2019Q1,99.447
2408,901Y009,4.2.1. 소비자물가지수,D01,주택임차료,2019Q1,99.907
2409,901Y009,4.2.1. 소비자물가지수,D011,주택임차료,2019Q1,99.907
2410,901Y009,4.2.1. 소비자물가지수,D01101,전세,2019Q1,99.794
2411,901Y009,4.2.1. 소비자물가지수,D01102,월세,2019Q1,100.039
2412,901Y009,4.2.1. 소비자물가지수,A01609,참외,2019Q1,96.285
2413,901Y009,4.2.1. 소비자물가지수,A01610,수박,2019Q1,131.288
2414,901Y009,4.2.1. 소비자물가지수,A01611,딸기,2019Q1,110.758
2415,901Y009,4.2.1. 소비자물가지수,A01612,바나나,2019Q1,92.808
2416,901Y009,4.2.1. 소비자물가지수,A01613,키위,2019Q1,95.835
2417,901Y009,4.2.1. 소비자물가지수,A01614,블루베리,2019Q1,93.294
2418,901Y009,4.2.1. 소비자물가지수,A017,채소 및 해조,2019Q1,86.916
2419,901Y009,4.2.1. 소비자물가지수,A01701,배추,2019Q1,47.53
2420,901Y009,4.2.1. 소비자물가지수,A01702,상추,2019Q1,75.978
2421,901Y009,4.2.1. 소비자물가지수,A01703,시금치,2019Q1,63.331
2422,901Y009,4.2.1. 소비자물가지수,A01704,양배추,2019Q1,60.374
2423,901Y009,4.2.1. 소비자물가지수,A01705,미나리,2019Q1,108.713
2424,901Y009,4.2.1. 소비자물가지수,A01706,깻잎,2019Q1,88.482
2425,901Y009,4.2.1. 소비자물가지수,A01707,부추,2019Q1,98.123
2426,901Y009,4.2.1. 소비자물가지수,A01708,무,2019Q1,59.588
2427,901Y009,4.2.1. 소비자물가지수,A01709,열무,2019Q1,62.516
2428,901Y009,4.2.1. 소비자물가지수,A01710,당근,2019Q1,77.835
2429,901Y009,4.2.1. 소비자물가지수,A01711,감자,2019Q1,127.501
2430,901Y009,4.2.1. 소비자물가지수,A01712,고구마,2019Q1,94.255
2431,901Y009,4.2.1. 소비자물가지수,A01713,도라지,2019Q1,92.89
2432,901Y009,4.2.1. 소비자물가지수,A01714,콩나물,2019Q1,100.018
2433,901Y009,4.2.1. 소비자물가지수,A01715,버섯,2019Q1,107.902
2434,901Y009,4.2.1. 소비자물가지수,A01716,오이,2019Q1,109.402
2435,901Y009,4.2.1. 소비자물가지수,A01717,풋고추,2019Q1,90.847
2436,901Y009,4.2.1. 소비자물가지수,A01718,호박,2019Q1,94.105
2437,901Y009,4.2.1. 소비자물가지수,A01719,가지,2019Q1,98.926
2438,901Y009,4.2.1. 소비자물가지수,E01103,거실장,2019Q1,96.192
2439,901Y009,4.2.1. 소비자물가지수,E01104,소파,2019Q1,102.936
2440,901Y009,4.2.1. 소비자물가지수,E01105,책상,2019Q1,98.108
2441,901Y009,4.2.1. 소비자물가지수,E01106,의자,2019Q1,98.522
2442,901Y009,4.2.1. 소비자물가지수,E01107,식탁,2019Q1,98.967
2443,901Y009,4.2.1. 소비자물가지수,E01108,싱크대,2019Q1,97.047
2444,901Y009,4.2.1. 소비자물가지수,E02,가정용 섬유제품,2019Q1,96.382
2445,901Y009,4.2.1. 소비자물가지수,E021,가정용 섬유제품,2019Q1,96.382
2446,901Y009,4.2.1. 소비자물가지수,E02101,침구,2019Q1,95.992
2447,901Y009,4.2.1. 소비자물가지수,A01727,단무지,2019Q1,99.147
2448,901Y009,4.2.1. 소비자물가지수,A01728,김,2019Q1,96.837
2449,901Y009,4.2.1. 소비자물가지수,A01729,맛김,2019Q1,102.519
2450,901Y009,4.2.1. 소비자물가지수,A01730,미역,2019Q1,98.279
2451,901Y009,4.2.1. 소비자물가지수,A018,"과자, 빙과류 및 당류",2019Q1,99.221
2452,901Y009,4.2.1. 소비자물가지수,A01801,초콜릿,2019Q1,95.691
2453,901Y009,4.2.1. 소비자물가지수,A01802,사탕,2019Q1,95.101
2454,901Y009,4.2.1. 소비자물가지수,A01803,껌,2019Q1,100.492
2455,901Y009,4.2.1. 소비자물가지수,A01804,아이스크림,2019Q1,98.739
2456,901Y009,4.2.1. 소비자물가지수,A01805,비스킷,2019Q1,101.359
2457,901Y009,4.2.1. 소비자물가지수,A01806,스낵과자,2019Q1,99.988
2458,901Y009,4.2.1. 소비자물가지수,A01807,파이,2019Q1,99.123
2459,901Y009,4.2.1. 소비자물가지수,A01808,설탕,2019Q1,99.823
2460,901Y009,4.2.1. 소비자물가지수,A01809,잼,2019Q1,96.349
2461,901Y009,4.2.1. 소비자물가지수,A01810,꿀,2019Q1,99.273
2462,901Y009,4.2.1. 소비자물가지수,A01811,물엿,2019Q1,99.453
2463,901Y009,4.2.1. 소비자물가지수,A019,기타 식료품,2019Q1,98.98
2464,901Y009,4.2.1. 소비자물가지수,A01901,고춧가루,2019Q1,106.547
2465,901Y009,4.2.1. 소비자물가지수,A01902,참깨,2019Q1,98.043
2466,901Y009,4.2.1. 소비자물가지수,A01903,생강,2019Q1,117.215
2467,901Y009,4.2.1. 소비자물가지수,A01904,소금,2019Q1,97.484
2468,901Y009,4.2.1. 소비자물가지수,A01905,간장,2019Q1,98.724
2469,901Y009,4.2.1. 소비자물가지수,A01906,된장,2019Q1,105.813
2470,901Y009,4.2.1. 소비자물가지수,A01907,양념소스,2019Q1,99.162
2471,901Y009,4.2.1. 소비자물가지수,A01908,고추장,2019Q1,103.265
2472,901Y009,4.2.1. 소비자물가지수,A01909,카레,2019Q1,100.458
2473,901Y009,4.2.1. 소비자물가지수,A01910,식초,2019Q1,94.114
2474,901Y009,4.2.1. 소비자물가지수,A01911,드레싱,2019Q1,99.682
2475,901Y009,4.2.1. 소비자물가지수,A01912,혼합조미료,2019Q1,92.689
2476,901Y009,4.2.1. 소비자물가지수,A01913,스프,2019Q1,98.515
2477,901Y009,4.2.1. 소비자물가지수,A01914,이유식,2019Q1,100
2478,901Y009,4.2.1. 소비자물가지수,0,총지수,2019Q1,99.105
2479,901Y009,4.2.1. 소비자물가지수,A,식료품 및 비주류음료,2019Q1,95.913
2480,901Y009,4.2.1. 소비자물가지수,A01,식료품,2019Q1,95.672
2481,901Y009,4.2.1. 소비자물가지수,A011,빵 및 곡물,2019Q1,99.015
2482,901Y009,4.2.1. 소비자물가지수,A01101,쌀,2019Q1,100.295
2483,901Y009,4.2.1. 소비자물가지수,A01102,현미,2019Q1,104.064
2484,901Y009,4.2.1. 소비자물가지수,A01103,찹쌀,2019Q1,105.738
2485,901Y009,4.2.1. 소비자물가지수,A01104,보리쌀,2019Q1,111.483
2486,901Y009,4.2.1. 소비자물가지수,A01105,콩,2019Q1,116.528
2487,901Y009,4.2.1. 소비자물가지수,A01106,땅콩,2019Q1,92.936
2488,901Y009,4.2.1. 소비자물가지수,A01107,혼식곡,2019Q1,99.697
2489,901Y009,4.2.1. 소비자물가지수,A01108,밀가루,2019Q1,100.149
2490,901Y009,4.2.1. 소비자물가지수,A01109,국수,2019Q1,100.715
2491,901Y009,4.2.1. 소비자물가지수,A01110,라면,2019Q1,99.887
2492,901Y009,4.2.1. 소비자물가지수,A01111,당면,2019Q1,99.333
2493,901Y009,4.2.1. 소비자물가지수,A01112,두부,2019Q1,96.734
2494,901Y009,4.2.1. 소비자물가지수,A01113,시리얼,2019Q1,101.723
2495,901Y009,4.2.1. 소비자물가지수,A01114,부침가루,2019Q1,96.951
2496,901Y009,4.2.1. 소비자물가지수,A01115,케이크,2019Q1,98.076
2497,901Y009,4.2.1. 소비자물가지수,A01116,빵,2019Q1,95.531
2498,901Y009,4.2.1. 소비자물가지수,A01117,떡,2019Q1,97.104
2499,901Y009,4.2.1. 소비자물가지수,A01118,파스타면,2019Q1,94.162
2500,901Y009,4.2.1. 소비자물가지수,A012,육류,2019Q1,91.511
2501,901Y009,4.2.1. 소비자물가지수,A01201,국산쇠고기,2019Q1,91.463
2502,901Y009,4.2.1. 소비자물가지수,B02101,담배,2019Q1,100
2503,901Y009,4.2.1. 소비자물가지수,C,의류 및 신발,2019Q1,99.216
2504,901Y009,4.2.1. 소비자물가지수,C01,의류 ,2019Q1,99.58
2505,901Y009,4.2.1. 소비자물가지수,C011,남자의류,2019Q1,101.899
2506,901Y009,4.2.1. 소비자물가지수,C01101,남자외의,2019Q1,99.48
2507,901Y009,4.2.1. 소비자물가지수,C01102,남자상의,2019Q1,99.951
2508,901Y009,4.2.1. 소비자물가지수,C01104,남자내의,2019Q1,99.889
2509,901Y009,4.2.1. 소비자물가지수,C012,여자의류,2019Q1,98.784
2510,901Y009,4.2.1. 소비자물가지수,C01201,여자외의,2019Q1,97.207
2511,901Y009,4.2.1. 소비자물가지수,K01121,탕수육,2019Q1,98.388
2512,901Y009,4.2.1. 소비자물가지수,K01122,볶음밥,2019Q1,97.662
2513,901Y009,4.2.1. 소비자물가지수,K01123,돈가스,2019Q1,98.78
2514,901Y009,4.2.1. 소비자물가지수,K01124,스테이크,2019Q1,97.576
2515,901Y009,4.2.1. 소비자물가지수,K01125,스파게티,2019Q1,98.471
2516,901Y009,4.2.1. 소비자물가지수,K01126,라면(외식),2019Q1,97.137
2517,901Y009,4.2.1. 소비자물가지수,K01127,김밥,2019Q1,96.109
2518,901Y009,4.2.1. 소비자물가지수,K01128,떡볶이,2019Q1,96.592
2519,901Y009,4.2.1. 소비자물가지수,K01129,치킨,2019Q1,97.453
2520,901Y009,4.2.1. 소비자물가지수,K01130,햄버거,2019Q1,101.084
2521,901Y009,4.2.1. 소비자물가지수,L02102,장신구,2019Q1,89.622
2522,901Y009,4.2.1. 소비자물가지수,L02103,가방,2019Q1,99.56
2523,901Y009,4.2.1. 소비자물가지수,L02104,핸드백,2019Q1,97.97
2524,901Y009,4.2.1. 소비자물가지수,L02105,우산,2019Q1,100.08
2525,901Y009,4.2.1. 소비자물가지수,L02106,유모차,2019Q1,105.426
2526,901Y009,4.2.1. 소비자물가지수,L03,기타서비스,2019Q1,96.11
2527,901Y009,4.2.1. 소비자물가지수,L031,기타서비스,2019Q1,96.11
2528,901Y009,4.2.1. 소비자물가지수,L03106,금융수수료,2019Q1,100.01
2529,901Y009,4.2.1. 소비자물가지수,L03108,행정수수료,2019Q1,100
2530,901Y009,4.2.1. 소비자물가지수,A01202,수입쇠고기,2019Q1,97.221
2531,901Y009,4.2.1. 소비자물가지수,A01203,돼지고기,2019Q1,83.831
2532,901Y009,4.2.1. 소비자물가지수,A01204,닭고기,2019Q1,111.37
2533,901Y009,4.2.1. 소비자물가지수,A01205,소시지,2019Q1,95.79
2534,901Y009,4.2.1. 소비자물가지수,A01206,햄및베이컨,2019Q1,97.818
2535,901Y009,4.2.1. 소비자물가지수,A013,어류 및 수산,2019Q1,93.113
2536,901Y009,4.2.1. 소비자물가지수,A01301,갈치,2019Q1,92.335
2537,901Y009,4.2.1. 소비자물가지수,A01302,명태,2019Q1,87.996
